id,calendar_id,seasonal_food_id,time_name,level,season,category,name,content,source,knowledge_type
KB0592,节气-大寒,SF0435,大寒,节气,冬,食材,四季豆,大寒（1月20-21日）宜吃四季豆，老饕私藏菜俘虏你味蕾。,用户参考,food
KB0593,节气-大寒,SF0436,大寒,节气,冬,食材,土豆,大寒（1月20-21日）宜吃土豆，诸神的营养冬之礼。,用户参考,food
KB0594,节气-大寒,SF0437,大寒,节气,冬,食材,红豆,大寒（1月20-21日）宜吃红豆，寄托食欲之冬的相思。,用户参考,food
KB0595,节气-大寒,SF0438,大寒,节气,冬,菜品,年糕,大寒（1月20-21日）的食俗是吃年糕。,用户参考,food
KB0596,节气-大寒,,大寒,节气,冬,食材汇总,大寒的食材,大寒（1月20-21日）的应季食材共 4 种：葱、四季豆、土豆、红豆。养精蓄锐,用户参考,summary
KB0597,节气-大寒,,大寒,节气,冬,菜品汇总,大寒的菜品,大寒（1月20-21日）的食俗：大寒吃年糕。,用户参考,summary
KB0598,节日-春节,SF0403,春节,节日,春,菜品,饺子,春节（农历正月初一）的传统菜品有饺子。,常识草稿,food
KB0599,节日-春节,SF0404,春节,节日,春,菜品,年糕,春节（农历正月初一）的传统菜品有年糕。,常识草稿,food
KB0600,节日-春节,SF0405,春节,节日,春,食材,鱼,春节（农历正月初一）的传统食材有鱼。,常识草稿,food
KB0601,节日-春节,,春节,节日,春,汇总,春节的应季食品,春节（农历正月初一）：年夜团圆饭，吃饺子、年糕、鱼。传统食品有：饺子、年糕、鱼。,常识草稿,summary
KB0602,节日-元宵节,SF0398,元宵节,节日,春,菜品,汤圆,元宵节（农历正月十五）的传统菜品有汤圆。,常识草稿,food
KB0603,节日-元宵节,SF0399,元宵节,节日,春,菜品,元宵,元宵节（农历正月十五）的传统菜品有元宵。,常识草稿,food
KB0604,节日-元宵节,,元宵节,节日,春,汇总,元宵节的应季食品,元宵节（农历正月十五）：吃汤圆、元宵，赏花灯。传统食品有：汤圆、元宵。,常识草稿,summary
KB0605,节日-龙抬头,SF0415,龙抬头,节日,春,菜品,春饼,龙抬头（农历二月初二）的传统菜品有春饼。,常识草稿,food
KB0606,节日-龙抬头,SF0416,龙抬头,节日,春,食材,猪头肉,龙抬头（农历二月初二）的传统食材有猪头肉。,常识草稿,food
KB0607,节日-龙抬头,SF0417,龙抬头,节日,春,菜品,龙须面,龙抬头（农历二月初二）的传统菜品有龙须面。,常识草稿,food
KB0608,节日-龙抬头,,龙抬头,节日,春,汇总,龙抬头的应季食品,龙抬头（农历二月初二）：吃春饼、猪头肉、龙须面。传统食品有：春饼、猪头肉、龙须面。,常识草稿,summary
KB0609,节日-寒食节,SF0400,寒食节,节日,春,菜品,青团,寒食节（清明前1-2日）的传统菜品有青团。,常识草稿,food
KB0610,节日-寒食节,,寒食节,节日,春,汇总,寒食节的应季食品,寒食节（清明前1-2日）：禁火吃冷食，江南吃青团。传统食品有：青团。,常识草稿,summary
KB0611,节日-端午节,SF0406,端午节,节日,夏,菜品,粽子,端午节（农历五月初五）的传统菜品有粽子。,常识草稿,food
KB0612,节日-端午节,SF0407,端午节,节日,夏,食材,艾草,端午节（农历五月初五）的传统食材有艾草。,常识草稿,food
KB0613,节日-端午节,,端午节,节日,夏,汇总,端午节的应季食品,端午节（农历五月初五）：吃粽子，挂艾草、菖蒲。传统食品有：粽子、艾草。,常识草稿,summary
KB0614,节日-七夕节,SF0391,七夕节,节日,秋,菜品,巧果,七夕节（农历七月初七）的传统菜品有巧果。,常识草稿,food
KB0615,节日-七夕节,SF0392,七夕节,节日,秋,菜品,面食,七夕节（农历七月初七）的传统菜品有面食。,常识草稿,food
KB0616,节日-七夕节,,七夕节,节日,秋,汇总,七夕节的应季食品,七夕节（农历七月初七）：吃巧果、面食。传统食品有：巧果、面食。,常识草稿,summary
KB0617,节日-中元节,SF0393,中元节,节日,秋,食材,鸭子,中元节（农历七月十五）的传统食材有鸭子。,常识草稿,food
KB0618,节日-中元节,,中元节,节日,秋,汇总,中元节的应季食品,中元节（农历七月十五）：吃鸭子。传统食品有：鸭子。,常识草稿,summary
KB0619,节日-中秋节,SF0394,中秋节,节日,秋,菜品,月饼,中秋节（农历八月十五）的传统菜品有月饼。,常识草稿,food
KB0620,节日-中秋节,SF0395,中秋节,节日,秋,食材,螃蟹,中秋节（农历八月十五）的传统食材有螃蟹。,常识草稿,food
KB0621,节日-中秋节,SF0396,中秋节,节日,秋,食材,芋头,中秋节（农历八月十五）的传统食材有芋头。,常识草稿,food
KB0622,节日-中秋节,SF0397,中秋节,节日,秋,食材,桂花,中秋节（农历八月十五）的传统食材有桂花。,常识草稿,food
KB0623,节日-中秋节,,中秋节,节日,秋,汇总,中秋节的应季食品,中秋节（农历八月十五）：吃月饼、螃蟹、芋头，饮桂花酒。传统食品有：月饼、螃蟹、芋头、桂花。,常识草稿,summary
KB0624,节日-重阳节,SF0410,重阳节,节日,秋,食材,菊花,重阳节（农历九月初九）的传统食材有菊花。,常识草稿,food
KB0625,节日-重阳节,SF0411,重阳节,节日,秋,菜品,重阳糕,重阳节（农历九月初九）的传统菜品有重阳糕。,常识草稿,food
KB0626,节日-重阳节,,重阳节,节日,秋,汇总,重阳节的应季食品,重阳节（农历九月初九）：登高，饮菊花酒，吃重阳糕。传统食品有：菊花、重阳糕。,常识草稿,summary
KB0627,节日-腊八节,SF0408,腊八节,节日,冬,菜品,腊八粥,腊八节（农历腊月初八）的传统菜品有腊八粥。,常识草稿,food
KB0628,节日-腊八节,SF0409,腊八节,节日,冬,菜品,腊八蒜,腊八节（农历腊月初八）的传统菜品有腊八蒜。,常识草稿,food
KB0629,节日-腊八节,,腊八节,节日,冬,汇总,腊八节的应季食品,腊八节（农历腊月初八）：喝腊八粥，腌腊八蒜。传统食品有：腊八粥、腊八蒜。,常识草稿,summary
KB0630,节日-小年,SF0401,小年,节日,冬,菜品,糖瓜,小年（农历腊月廿三）的传统菜品有糖瓜。,常识草稿,food
KB0631,节日-小年,SF0402,小年,节日,冬,菜品,饺子,小年（农历腊月廿三）的传统菜品有饺子。,常识草稿,food
KB0632,节日-小年,,小年,节日,冬,汇总,小年的应季食品,小年（农历腊月廿三）：祭灶，吃糖瓜、饺子。传统食品有：糖瓜、饺子。,常识草稿,summary
KB0633,节日-除夕,SF0412,除夕,节日,冬,菜品,饺子,除夕（农历腊月最后一天）的传统菜品有饺子。,常识草稿,food
KB0634,节日-除夕,SF0413,除夕,节日,冬,食材,鱼,除夕（农历腊月最后一天）的传统食材有鱼。,常识草稿,food
KB0635,节日-除夕,SF0414,除夕,节日,冬,菜品,年糕,除夕（农历腊月最后一天）的传统菜品有年糕。,常识草稿,food
KB0636,节日-除夕,,除夕,节日,冬,汇总,除夕的应季食品,除夕（农历腊月最后一天）：年夜饭，吃饺子、鱼、年糕。传统食品有：饺子、鱼、年糕。,常识草稿,summary
