id,calendar_id,level,time_name,season,category,name,note,recommendation_reason,source,entity_type,ingredient_id,core_ingredient_id,match_status,knowledge_json
SF0501,节气-秋分,节气,秋分,秋,菜品,芋饼,,秋分吃芋饼,用户参考,dish_keyword,,,unmatched_dish_keyword,"[""秋分（9月22-24日）的食俗是吃芋饼。""]"
SF0502,节气-立冬,节气,立冬,冬,食材,紫米,,温粥进补强身不畏寒,用户参考,ingredient,219,219,core_exact,"[""立冬（11月7-8日）宜吃紫米，温粥进补强身不畏寒。""]"
SF0503,节气-立冬,节气,立冬,冬,食材,海参,,海中珍品抵御寒冷来袭,用户参考,ingredient,189,189,core_exact,"[""立冬（11月7-8日）宜吃海参，海中珍品抵御寒冷来袭。""]"
SF0504,节气-立冬,节气,立冬,冬,食材,栗子,,路边摊弥漫的爆炒焦香味,用户参考,ingredient,116,116,core_exact,"[""立冬（11月7-8日）宜吃栗子，路边摊弥漫的爆炒焦香味。""]"
SF0505,节气-立冬,节气,立冬,冬,食材,松子,,不饱和脂肪酸代谢脑废物,用户参考,ingredient,190,190,core_exact,"[""立冬（11月7-8日）宜吃松子，不饱和脂肪酸代谢脑废物。""]"
SF0506,节气-立冬,节气,立冬,冬,菜品,鸡汤,,立冬喝鸡汤,用户参考,ingredient,7776,,catalog_exact,"[""立冬（11月7-8日）的食俗是喝鸡汤。""]"
SF0507,节气-立夏,节气,立夏,夏,食材,莴笋,,解油腻的清爽沙拉拍档,用户参考,ingredient,145,145,core_exact,"[""立夏（5月5-7日）宜吃莴笋，解油腻的清爽沙拉拍档。""]"
SF0508,节气-立夏,节气,立夏,夏,食材,薏米,,盛夏时光和水肿说拜拜,用户参考,ingredient,128,128,core_exact,"[""立夏（5月5-7日）宜吃薏米，盛夏时光和水肿说拜拜。""]"
SF0509,节气-立夏,节气,立夏,夏,食材,椰子,,国境之南的解暑饮品,用户参考,ingredient,170,170,core_exact,"[""立夏（5月5-7日）宜吃椰子，国境之南的解暑饮品。""]"
SF0510,节气-立夏,节气,立夏,夏,食材,空心菜,,降火气的食物中毒克星,用户参考,ingredient,264,264,core_exact,"[""立夏（5月5-7日）宜吃空心菜，降火气的食物中毒克星。""]"
SF0511,节气-立夏,节气,立夏,夏,菜品,鸭蛋,,立夏吃鸭蛋,用户参考,ingredient,243,243,core_exact,"[""立夏（5月5-7日）的食俗是吃鸭蛋。""]"
SF0512,节气-立春,节气,立春,春,食材,洋葱,,春季抗敏感的健康好食材,用户参考,ingredient,5,5,core_exact,"[""立春（2月3-5日）宜吃洋葱，春季抗敏感的健康好食材。""]"
SF0513,节气-立春,节气,立春,春,食材,芹菜,,盐巴减量的天然佐料菜,用户参考,ingredient,27,27,core_exact,"[""立春（2月3-5日）宜吃芹菜，盐巴减量的天然佐料菜。""]"
SF0514,节气-立春,节气,立春,春,食材,樱桃,,属于春天的粉红色气息,用户参考,ingredient,135,135,core_exact,"[""立春（2月3-5日）宜吃樱桃，属于春天的粉红色气息。""]"
SF0515,节气-立春,节气,立春,春,食材,草莓,,红通通的女孩儿养颜圣品,用户参考,ingredient,43,43,core_exact,"[""立春（2月3-5日）宜吃草莓，红通通的女孩儿养颜圣品。""]"
SF0516,节气-立春,节气,立春,春,菜品,春卷,,立春吃春卷,用户参考,dish_keyword,,,dish_title_keyword,"[""立春（2月3-5日）的食俗是吃春卷。""]"
SF0517,节气-立秋,节气,立秋,秋,食材,茄子,,秋季食疗养生第一蔬,用户参考,ingredient,110,110,core_exact,"[""立秋（8月7-9日）宜吃茄子，秋季食疗养生第一蔬。""]"
SF0518,节气-立秋,节气,立秋,秋,食材,红薯,,落叶土窑体验童年回忆,用户参考,ingredient,28,28,core_exact,"[""立秋（8月7-9日）宜吃红薯，落叶土窑体验童年回忆。""]"
SF0519,节气-立秋,节气,立秋,秋,食材,梨,,止咳化痰的润肺矿泉水,用户参考,ingredient,3899,,catalog_exact,"[""立秋（8月7-9日）宜吃梨，止咳化痰的润肺矿泉水。""]"
SF0520,节气-立秋,节气,立秋,秋,食材,柠檬,,酸香清爽的坏血病克星,用户参考,ingredient,22,22,core_exact,"[""立秋（8月7-9日）宜吃柠檬，酸香清爽的坏血病克星。""]"
SF0521,节气-立秋,节气,立秋,秋,食材,哈密瓜,,秋天限定的当家甜瓜,用户参考,ingredient,240,240,core_exact,"[""立秋（8月7-9日）宜吃哈密瓜，秋天限定的当家甜瓜。""]"
SF0522,节气-立秋,节气,立秋,秋,菜品,西瓜,,立秋啃西瓜,用户参考,ingredient,160,160,core_exact,"[""立秋（8月7-9日）的食俗是啃西瓜。""]"
SF0523,节气-芒种,节气,芒种,夏,食材,玉米,,纤维丰富的肠道保健王,用户参考,ingredient,13,13,core_exact,"[""芒种（6月5-7日）宜吃玉米，纤维丰富的肠道保健王。""]"
SF0524,节气-芒种,节气,芒种,夏,食材,黄瓜,,料理不败的凉拌常备菜,用户参考,ingredient,19,19,core_exact,"[""芒种（6月5-7日）宜吃黄瓜，料理不败的凉拌常备菜。""]"
SF0525,节气-芒种,节气,芒种,夏,食材,豇豆,,开胃爽脆的夏季营养豆儿,用户参考,ingredient,151,151,core_exact,"[""芒种（6月5-7日）宜吃豇豆，开胃爽脆的夏季营养豆儿。""]"
SF0526,节气-芒种,节气,芒种,夏,食材,高粱,,热天品酩之一杯微微醺,用户参考,ingredient,8086,,seasonal_catalog,"[""芒种（6月5-7日）宜吃高粱，热天品酩之一杯微微醺。""]"
SF0527,节气-芒种,节气,芒种,夏,食材,乌梅,,生津止渴的酸味佳果,用户参考,ingredient,8063,,seasonal_catalog,"[""芒种（6月5-7日）宜吃乌梅，生津止渴的酸味佳果。""]"
SF0528,节气-芒种,节气,芒种,夏,菜品,梅子,,芒种吃梅子,用户参考,dish_keyword,,,dish_title_keyword,"[""芒种（6月5-7日）的食俗是吃梅子。""]"
SF0529,节气-谷雨,节气,谷雨,春,食材,香椿,,香气浓郁的树上新芽菜,用户参考,ingredient,337,337,core_exact,"[""谷雨（4月19-21日）宜吃香椿，香气浓郁的树上新芽菜。""]"
SF0530,节气-谷雨,节气,谷雨,春,食材,番茄,,保护强心脏的爱情果实,用户参考,ingredient,14,14,core_exact,"[""谷雨（4月19-21日）宜吃番茄，保护强心脏的爱情果实。""]"
SF0531,节气-谷雨,节气,谷雨,春,食材,竹笋,,娇嫩欲滴的雨后春笋,用户参考,ingredient,282,282,core_exact,"[""谷雨（4月19-21日）宜吃竹笋，娇嫩欲滴的雨后春笋。""]"
SF0532,节气-谷雨,节气,谷雨,春,食材,小麦,,麦穗在阳光下金光闪闪,用户参考,ingredient,450,450,core_exact,"[""谷雨（4月19-21日）宜吃小麦，麦穗在阳光下金光闪闪。""]"
SF0533,节气-谷雨,节气,谷雨,春,菜品,香椿,,谷雨采茶食香椿,用户参考,ingredient,337,337,core_exact,"[""谷雨（4月19-21日）的食俗是采茶食香椿。""]"
SF0534,节气-雨水,节气,雨水,春,食材,红枣,,血气红润脸上拂春风,用户参考,ingredient,21,21,core_exact,"[""雨水（2月18-20日）宜吃红枣，血气红润脸上拂春风。""]"
SF0535,节气-雨水,节气,雨水,春,食材,燕麦,,降低胆固醇的减重主食,用户参考,ingredient,34,34,core_exact,"[""雨水（2月18-20日）宜吃燕麦，降低胆固醇的减重主食。""]"
SF0536,节气-雨水,节气,雨水,春,食材,韭菜,,补气壮阳不怕春「困」扰,用户参考,ingredient,48,48,core_exact,"[""雨水（2月18-20日）宜吃韭菜，补气壮阳不怕春「困」扰。""]"
SF0537,节气-雨水,节气,雨水,春,食材,豆豉,,家常特色菜肴的最佳配角,用户参考,ingredient,6807,,catalog_exact,"[""雨水（2月18-20日）宜吃豆豉，家常特色菜肴的最佳配角。""]"
SF0538,节气-雨水,节气,雨水,春,菜品,龙须饼,,雨水吃龙须饼,用户参考,dish_keyword,,,unmatched_dish_keyword,"[""雨水（2月18-20日）的食俗是吃龙须饼。""]"
SF0539,节气-霜降,节气,霜降,秋,食材,柿子,,晒足日光浴的润肺秋礼,用户参考,ingredient,3855,,catalog_exact,"[""霜降（10月23-24日）宜吃柿子，晒足日光浴的润肺秋礼。""]"
SF0540,节气-霜降,节气,霜降,秋,食材,苹果,,让医生远离的伊甸园果实,用户参考,ingredient,56,56,core_exact,"[""霜降（10月23-24日）宜吃苹果，让医生远离的伊甸园果实。""]"
SF0541,节气-霜降,节气,霜降,秋,食材,黄豆,,皮肤干燥的水当当法宝,用户参考,ingredient,87,87,core_exact,"[""霜降（10月23-24日）宜吃黄豆，皮肤干燥的水当当法宝。""]"
SF0542,节气-霜降,节气,霜降,秋,食材,蜂蜜,,深秋的味道蜜蜂最知道,用户参考,ingredient,6621,,catalog_exact,"[""霜降（10月23-24日）宜吃蜂蜜，深秋的味道蜜蜂最知道。""]"
SF0543,节气-霜降,节气,霜降,秋,食材,百合,,宽心安神的食疗系花卉,用户参考,ingredient,229,229,core_exact,"[""霜降（10月23-24日）宜吃百合，宽心安神的食疗系花卉。""]"
SF0544,节气-霜降,节气,霜降,秋,菜品,柿子,,霜降吃柿子,用户参考,ingredient,3855,,catalog_exact,"[""霜降（10月23-24日）的食俗是吃柿子。""]"
